#Francesco Aliprandi, Fabrizio De Castelli
#Martiri della Mensa
#ML-CUP23
#12/01/2024
1,9.12791,8.90245,19.71107
2,9.40552,-36.09881,33.68317
3,9.63797,5.22564,20.15028
4,-13.85438,9.42406,24.68155
5,-49.32309,7.73221,30.58139
6,9.36815,8.67770,13.40951
7,9.60503,8.11489,13.50232
8,8.28655,9.31904,6.88503
9,4.75510,9.56108,6.43793
10,-38.28508,8.91825,24.47085
11,5.73426,9.49242,12.89272
12,8.59925,-46.43923,14.98381
13,-11.26906,-63.58730,15.78341
14,-23.23099,-51.65451,10.13040
15,-69.01840,-4.70407,4.74807
16,9.64864,-16.40614,7.77946
17,-6.01955,-69.01095,8.98028
18,9.54382,-28.44970,33.23583
19,9.70752,6.60941,13.70337
20,7.96080,-54.00849,15.15287
21,7.52127,-58.97694,2.74766
22,9.71167,-25.68856,20.98109
23,-48.68316,8.54433,24.03200
24,-70.32304,-1.26144,17.15526
25,6.39921,-62.80937,2.91364
26,9.79660,-5.43545,8.18716
27,7.94022,-53.78802,2.63147
28,5.01620,-65.92608,28.13434
29,9.67087,-4.56606,8.12241
30,9.44102,8.15399,25.87700
31,9.48060,-5.92806,20.70754
32,4.57785,9.55487,6.42204
33,5.23918,9.37178,0.26258
34,-5.40025,-68.66094,15.55455
35,-63.80163,-11.21699,29.60410
36,-10.18327,-65.05332,28.48342
37,6.32198,-60.74555,34.06867
38,-55.15024,-19.77112,16.79856
39,1.74974,-70.39528,34.61046
40,6.76764,-60.63146,8.77819
41,-68.31841,3.65063,11.24595
42,0.52549,9.32936,18.71021
43,3.28804,-69.38842,9.41711
44,7.43489,9.52374,19.43918
45,7.00220,-60.39436,15.19980
46,7.51268,9.72923,31.89410
47,-0.87572,-70.51314,9.38836
48,2.32168,9.57159,12.77943
49,5.85419,9.42708,0.29438
50,8.00483,-52.58156,28.07713
51,-70.75152,2.09703,23.53840
52,-40.16674,-34.53509,16.34398
53,-54.60851,-20.31726,4.17801
54,-64.95048,5.19000,17.33731
55,-0.74637,9.36227,18.76545
56,4.65732,9.55725,6.42861
57,9.25551,-34.94510,8.65779
58,9.33231,0.46990,1.55242
59,4.60745,-67.46621,9.24936
60,-47.29549,7.99387,11.49735
61,6.13920,-61.55449,34.19447
62,5.93213,-64.05744,2.98291
63,9.18561,-35.60087,21.36450
64,9.31619,6.80573,1.21099
65,-39.50371,-34.78195,4.00943
66,-30.32154,-44.62746,10.21533
67,5.42364,-65.27915,15.43410
68,-40.54636,-43.20977,22.56167
69,9.41958,2.56032,1.43149
70,-38.00913,8.93138,24.50303
71,-58.58242,7.41843,17.74099
72,9.85968,-14.27128,20.38562
73,8.23141,-49.08628,8.89174
74,-3.03320,9.56759,25.04022
75,7.58117,9.45864,6.79214
76,-70.32115,5.90136,17.61115
77,9.84961,-6.38468,26.80704
78,-23.36845,-51.49170,10.15163
79,9.60000,-8.13755,14.56512
80,8.80506,-23.04731,2.25314
81,-61.43420,6.57799,17.56035
82,-61.34854,-14.03845,4.20698
83,9.56550,4.71456,7.61682
84,9.21383,8.60297,7.06604
85,9.37644,8.14021,19.79556
86,-68.83957,4.02666,30.19206
87,-32.01733,-42.45495,16.30307
88,6.95510,9.51944,0.41196
89,9.84332,-3.54819,26.83035
90,-16.68671,-58.46606,3.62360
91,-18.74438,9.53103,24.71116
92,8.60002,-47.00279,21.03284
93,-63.73039,-11.33966,4.32484
94,-54.26705,7.72590,5.21515
95,-38.22005,9.10662,17.89418
96,-0.82408,9.63157,25.19616
97,4.93621,-66.82639,21.77603
98,9.54137,-6.58751,1.64493
99,-64.66749,5.36056,17.38754
100,2.45045,-70.40979,28.24228
101,8.33346,9.57994,31.97573
102,8.89742,-16.23621,1.84866
103,9.51191,3.33434,14.04775
