#Francesco Aliprandi, Fabrizio De Castelli
#Martiri della Mensa
#ML-CUP23
#07/01/2024
1,8.98798,8.89391,19.47454
2,9.25967,-36.05487,33.70139
3,9.55922,5.43695,20.07137
4,-14.22791,9.58053,24.57692
5,-48.93962,8.16926,30.62218
6,9.29774,8.88738,13.36003
7,9.49722,8.33550,13.48478
8,8.16901,9.38639,6.86697
9,4.83308,9.47333,6.33340
10,-38.37673,8.82829,24.20422
11,5.68471,9.59298,12.81333
12,8.62367,-46.42087,14.87467
13,-11.57130,-63.40324,15.78629
14,-23.28597,-51.12766,10.17525
15,-68.65826,-4.86451,4.74497
16,9.54383,-16.19632,8.02237
17,-6.59987,-68.40865,8.92036
18,9.38457,-28.65022,33.20363
19,9.66347,6.71106,13.71404
20,7.88929,-54.20605,15.14776
21,6.72493,-58.48464,2.61856
22,9.53723,-25.96268,20.96766
23,-48.74438,8.53699,23.70872
24,-70.38427,-1.43990,16.99672
25,5.75688,-62.77748,2.86927
26,9.91821,-6.00342,7.98201
27,7.86126,-53.65942,2.63806
28,5.05747,-65.86031,28.06022
29,9.82792,-5.16047,7.93533
30,9.38613,8.24168,26.01194
31,9.40592,-6.07835,20.71784
32,4.65684,9.46513,6.30991
33,5.08889,9.42906,0.12586
34,-5.46944,-68.51387,15.52184
35,-63.58813,-11.29203,29.48394
36,-10.05579,-64.82166,28.59598
37,6.29314,-61.06675,34.09316
38,-55.12120,-20.14484,16.88321
39,1.82905,-70.27986,34.49786
40,7.03049,-60.31204,8.86193
41,-68.16231,3.89514,11.08583
42,0.56793,9.37118,18.66904
43,3.13302,-69.30882,9.39847
44,7.35009,9.45071,19.28772
45,6.84043,-60.35564,15.21353
46,7.30963,9.69079,31.77811
47,-0.88851,-70.28960,9.29169
48,2.39106,9.68542,12.58555
49,5.73267,9.46544,0.13169
50,7.90897,-52.98447,27.81368
51,-70.50439,1.72592,23.52701
52,-39.87375,-34.60336,16.30588
53,-54.31450,-20.88892,4.23397
54,-65.06980,5.37927,17.28481
55,-0.83296,9.32329,18.68587
56,4.73605,9.46833,6.31985
57,9.44674,-35.09701,8.60276
58,9.46406,0.29342,1.39502
59,4.30196,-67.42240,9.27613
60,-47.05402,8.03179,11.78710
61,6.13308,-61.82564,34.22209
62,5.42805,-64.16984,2.90659
63,9.15351,-35.84854,21.23899
64,9.48791,6.88835,1.19673
65,-39.44611,-35.10005,3.98483
66,-30.04365,-44.90865,10.02398
67,5.25661,-65.22384,15.10834
68,-40.51057,-44.36749,23.88707
69,9.50443,2.60596,1.24357
70,-38.10876,8.83740,24.23188
71,-58.23078,7.06322,17.86625
