#Francesco Aliprandi, Fabrizio De Castelli
#Martiri della Mensa
#ML-CUP23
#02/01/2024
1,7.11668,-13.41773,7.98637
2,-44.03689,8.73887,30.85512
3,-34.87336,-44.60488,29.01383
4,-76.36195,5.56703,17.52532
5,-3.68879,-75.20227,3.33057
6,6.39317,2.80929,26.77184
7,6.03420,1.90467,7.28706
8,6.06213,12.36928,1.20044
9,-46.91252,-27.98969,4.17274
10,11.52077,-58.11998,2.85914
11,1.87866,-41.93326,2.51809
12,3.51998,7.33686,13.65637
13,6.86130,-6.34554,7.62388
14,-53.19353,-26.08083,28.99395
15,14.38442,8.56799,13.39663
16,7.40468,-65.93156,34.79752
17,11.47687,3.23696,1.06126
18,10.46785,-70.65434,3.75607
19,-54.54624,-14.16975,15.93778
20,9.44467,-23.31170,20.86822
21,-40.50097,13.87963,24.22817
22,-62.19585,-16.51334,11.01288
23,-3.15612,-69.55656,9.52067
24,2.72390,10.37674,13.31788
25,-64.77326,-0.54209,29.23553
26,10.27277,-15.55769,27.30875
27,3.33158,-70.70258,15.88409
28,9.34184,-32.56765,27.41909
29,12.07841,14.02315,32.56036
30,-70.02538,4.53283,23.52295
31,-69.94431,0.32738,17.61389
32,3.50410,-71.27403,34.94404
33,-29.82784,11.62520,5.47649
34,-13.70108,13.12264,12.53465
35,-37.11954,-42.39070,29.02407
36,-9.67408,-67.54651,34.81666
37,-30.74193,14.17862,24.30609
38,-8.97735,-63.67001,28.92028
39,3.81057,-64.05784,15.34994
40,18.47263,5.33564,7.56997
41,-15.99535,4.85372,24.74008
42,-8.98210,-62.84628,29.05232
43,1.38105,11.03619,-0.14532
44,6.86144,-1.15803,14.37818
45,3.72505,7.79908,32.22036
46,5.03276,8.51626,25.86993
47,-38.87797,-31.97413,29.43666
48,-12.31351,9.05733,25.24801
49,-43.01685,-36.26785,10.35093
50,-0.19349,17.47519,2.04534
51,10.75238,11.25521,7.59904
52,7.95866,9.77178,7.62405
53,-41.82042,-41.08729,16.99144
54,-10.16007,-60.66110,9.94491
55,13.25614,-16.97360,14.95988
56,0.32434,-65.43087,34.21988
57,5.07381,5.19059,31.93486
58,7.86227,12.87128,26.30388
59,-44.93067,12.23317,30.67977
60,-11.33322,8.02218,6.29176
61,12.51345,-28.42782,21.39343
62,-58.71196,1.70287,4.74439
63,9.32002,11.48449,0.44361
64,-6.86111,-63.31912,3.10009
65,19.33234,7.70655,1.03286
66,1.13126,3.12282,31.82830
67,-15.16751,-60.65339,22.69683
68,14.73706,-5.08683,14.49908
69,11.84052,-5.54621,20.17837
70,-0.34275,18.08642,12.93852
71,-32.17568,3.50526,17.82801
72,-68.97801,-4.06245,23.41275
73,7.29028,-0.36646,8.24095
74,-14.61224,11.35620,31.26181
75,-21.84239,-56.44504,22.54799
76,9.19981,4.38247,8.18533
77,9.42163,-20.37395,14.93993
78,-38.19478,8.34605,11.63862
79,6.75936,-20.97188,2.59600
80,15.83826,8.45750,7.15249
81,15.38316,-70.70614,22.81222
82,-65.44276,-10.69966,17.26116
83,5.03250,-41.04535,27.79915
84,10.54667,-51.85518,34.70184
85,3.98085,-26.55565,33.92323
86,14.85684,6.13953,13.42252
87,5.23755,-63.44016,28.15223
88,7.80874,-54.67038,9.34488
89,3.36808,-11.10556,8.22039
90,0.45154,-56.28206,34.24324
91,11.20748,-25.11718,27.21312
92,15.30129,-68.01095,22.81442
93,13.58231,-65.49479,9.21917
94,-20.07836,13.12393,18.12785
95,-8.56610,-75.69065,27.83493
96,5.25422,10.03692,32.05765
97,9.15065,11.20155,13.10655
98,5.89773,-15.26513,8.58960
99,-33.37921,8.48196,11.87179
100,-66.77915,-19.34692,24.70528
